2-faced	NEG	
pleas	NEG
plebeian	NEG
plight	NEG
plot	NEG
plotters	NEG
ploy	NEG
plunder	NEG
plunderer	NEG
pointless	NEG
pointlessly	NEG
poison	NEG
poisonous	NEG
poisonously	NEG
pokey	NEG
poky	NEG
polarisation	NEG
polemize	NEG
pollute	NEG
polluter	NEG
polluters	NEG
polution	NEG
pompous	NEG
poor	NEG
poorer	NEG
poorest	NEG
poorly	NEG
posturing	NEG
pout	NEG
poverty	NEG
powerless	NEG
prate	NEG
pratfall	NEG
prattle	NEG
precarious	NEG
precariously	NEG
precipitate	NEG
precipitous	NEG
predatory	NEG
predicament	NEG
prejudge	NEG
prejudice	NEG
prejudices	NEG
prejudicial	NEG
premeditated	NEG
preoccupy	NEG
preposterous	NEG
preposterously	NEG
presumptuous	NEG
presumptuously	NEG
pretence	NEG
pretend	NEG
pretense	NEG
pretentious	NEG
pretentiously	NEG
prevaricate	NEG
pricey	NEG
pricier	NEG
prick	NEG
prickle	NEG
prickles	NEG
prideful	NEG
prik	NEG
primitive	NEG
prison	NEG
prisoner	NEG
problem	NEG
problematic	NEG
problems	NEG
procrastinate	NEG
procrastinates	NEG
procrastination	NEG
profane	NEG
profanity	NEG
prohibit	NEG
prohibitive	NEG
prohibitively	NEG
propaganda	NEG
propagandize	NEG
proprietary	NEG
prosecute	NEG
protest	NEG
protested	NEG
protesting	NEG
protests	NEG
protracted	NEG
provocation	NEG
provocative	NEG
provoke	NEG
pry	NEG
pugnacious	NEG
pugnaciously	NEG
pugnacity	NEG
punch	NEG
punish	NEG
punishable	NEG
punitive	NEG
punk	NEG
puny	NEG
puppet	NEG
puppets	NEG
puzzled	NEG
puzzlement	NEG
puzzling	NEG
quack	NEG
qualm	NEG
qualms	NEG
quandary	NEG
quarrel	NEG
quarrellous	NEG
quarrellously	NEG
quarrels	NEG
quarrelsome	NEG
quash	NEG
queer	NEG
questionable	NEG
quibble	NEG
quibbles	NEG
quitter	NEG
rabid	NEG
racism	NEG
racist	NEG
racists	NEG
racy	NEG
radical	NEG
radicalization	NEG
radically	NEG
radicals	NEG
rage	NEG
ragged	NEG
raging	NEG
rail	NEG
raked	NEG
rampage	NEG
rampant	NEG
ramshackle	NEG
rancor	NEG
randomly	NEG
rankle	NEG
rant	NEG
ranted	NEG
ranting	NEG
rantingly	NEG
rants	NEG
rape	NEG
raped	NEG
raping	NEG
rascal	NEG
rascals	NEG
rash	NEG
rattle	NEG
rattled	NEG
rattles	NEG
ravage	NEG
raving	NEG
reactionary	NEG
rebellious	NEG
rebuff	NEG
rebuke	NEG
recalcitrant	NEG
recant	NEG
recession	NEG
recessionary	NEG
reckless	NEG
recklessly	NEG
recklessness	NEG
recoil	NEG
recourses	NEG
redundancy	NEG
redundant	NEG
refusal	NEG
refuse	NEG
refused	NEG
refuses	NEG
refusing	NEG
refutation	NEG
refute	NEG
refuted	NEG
refutes	NEG
refuting	NEG
regress	NEG
regression	NEG
regressive	NEG
regret	NEG
regreted	NEG
regretful	NEG
regretfully	NEG
regrets	NEG
regrettable	NEG
regrettably	NEG
regretted	NEG
reject	NEG
rejected	NEG
rejecting	NEG
rejection	NEG
rejects	NEG
relapse	NEG
relentless	NEG
relentlessly	NEG
relentlessness	NEG
reluctance	NEG
reluctant	NEG
reluctantly	NEG
remorse	NEG
remorseful	NEG
remorsefully	NEG
remorseless	NEG
remorselessly	NEG
remorselessness	NEG
renounce	NEG
renunciation	NEG
repel	NEG
repetitive	NEG
reprehensible	NEG
reprehensibly	NEG
reprehension	NEG
reprehensive	NEG
repress	NEG
repression	NEG
repressive	NEG
reprimand	NEG
reproach	NEG
reproachful	NEG
reprove	NEG
reprovingly	NEG
repudiate	NEG
repudiation	NEG
repugn	NEG
repugnance	NEG
repugnant	NEG
repugnantly	NEG
repulse	NEG
repulsed	NEG
repulsing	NEG
repulsive	NEG
repulsively	NEG
repulsiveness	NEG
resent	NEG
resentful	NEG
resentment	NEG
resignation	NEG
resigned	NEG
resistance	NEG
restless	NEG
restlessness	NEG
restrict	NEG
restricted	NEG
restriction	NEG
restrictive	NEG
resurgent	NEG
retaliate	NEG
retaliatory	NEG
retard	NEG
retarded	NEG
retardedness	NEG
retards	NEG
reticent	NEG
retract	NEG
retreat	NEG
retreated	NEG
revenge	NEG
revengeful	NEG
revengefully	NEG
revert	NEG
revile	NEG
reviled	NEG
revoke	NEG
revolt	NEG
revolting	NEG
revoltingly	NEG
revulsion	NEG
revulsive	NEG
rhapsodize	NEG
rhetoric	NEG
rhetorical	NEG
ricer	NEG
ridicule	NEG
ridicules	NEG
ridiculous	NEG
ridiculously	NEG
rife	NEG
rift	NEG
rifts	NEG
rigid	NEG
rigidity	NEG
rigidness	NEG
rile	NEG
riled	NEG
rip	NEG
rip-off	NEG
ripoff	NEG
ripped	NEG
risk	NEG
risks	NEG
risky	NEG
rival	NEG
rivalry	NEG
roadblocks	NEG
rocky	NEG
rogue	NEG
rollercoaster	NEG
rot	NEG
rotten	NEG
rough	NEG
rremediable	NEG
rubbish	NEG
rude	NEG
rue	NEG
ruffian	NEG
ruffle	NEG
ruin	NEG
ruined	NEG
ruining	NEG
ruinous	NEG
ruins	NEG
rumbling	NEG
rumor	NEG
rumors	NEG
rumours	NEG
rumple	NEG
run-down	NEG
runaway	NEG
rupture	NEG
rust	NEG
rusts	NEG
rusty	NEG
rut	NEG
ruthless	NEG
ruthlessly	NEG
ruthlessness	NEG
ruts	NEG
sabotage	NEG
sack	NEG
sacrificed	NEG
sad	NEG
sadden	NEG
sadly	NEG
sadness	NEG
sag	NEG
sagged	NEG
sagging	NEG
saggy	NEG
sags	NEG
salacious	NEG
sanctimonious	NEG
sap	NEG
sarcasm	NEG
sarcastic	NEG
sarcastically	NEG
sardonic	NEG
sardonically	NEG
sass	NEG
satirical	NEG
satirize	NEG
savage	NEG
savaged	NEG
savagery	NEG
savages	NEG
scaly	NEG
scam	NEG
scams	NEG
scandal	NEG
scandalize	NEG
scandalized	NEG
scandalous	NEG
scandalously	NEG
scandals	NEG
scandel	NEG
scandels	NEG
scant	NEG
scapegoat	NEG
scar	NEG
scarce	NEG
scarcely	NEG
scarcity	NEG
scare	NEG
scared	NEG
scarier	NEG
scariest	NEG
scarily	NEG
scarred	NEG
scars	NEG
scary	NEG
scathing	NEG
scathingly	NEG
sceptical	NEG
scoff	NEG
scoffingly	NEG
scold	NEG
scolded	NEG
scolding	NEG
scoldingly	NEG
scorching	NEG
scorchingly	NEG
scorn	NEG
scornful	NEG
scornfully	NEG
scoundrel	NEG
scourge	NEG
scowl	NEG
scramble	NEG
scrambled	NEG
scrambles	NEG
scrambling	NEG
scrap	NEG
scratch	NEG
scratched	NEG
scratches	NEG
scratchy	NEG
scream	NEG
screech	NEG
screw-up	NEG
screwed	NEG
screwed-up	NEG
screwy	NEG
scuff	NEG
scuffs	NEG
scum	NEG
scummy	NEG
second-class	NEG
second-tier	NEG
secretive	NEG
sedentary	NEG
seedy	NEG
seethe	NEG
seething	NEG
self-coup	NEG
self-criticism	NEG
self-defeating	NEG
self-destructive	NEG
self-humiliation	NEG
self-interest	NEG
self-interested	NEG
self-serving	NEG
selfinterested	NEG
selfish	NEG
selfishly	NEG
selfishness	NEG
semi-retarded	NEG
senile	NEG
sensationalize	NEG
senseless	NEG
senselessly	NEG
seriousness	NEG
sermonize	NEG
servitude	NEG
set-up	NEG
setback	NEG
setbacks	NEG
sever	NEG
severe	NEG
severity	NEG
sh*t	NEG
shabby	NEG
shadowy	NEG
shady	NEG
shake	NEG
shaky	NEG
shallow	NEG
sham	NEG
shambles	NEG
shame	NEG
shameful	NEG
shamefully	NEG
shamefulness	NEG
shameless	NEG
shamelessly	NEG
shamelessness	NEG
shark	NEG
sharply	NEG
shatter	NEG
shemale	NEG
shimmer	NEG
shimmy	NEG
shipwreck	NEG
shirk	NEG
shirker	NEG
shit	NEG
shiver	NEG
shock	NEG
shocked	NEG
shocking	NEG
shockingly	NEG
shoddy	NEG
short-lived	NEG
shortage	NEG
shortchange	NEG
shortcoming	NEG
shortcomings	NEG
shortness	NEG
shortsighted	NEG
shortsightedness	NEG
showdown	NEG
shrew	NEG
shriek	NEG
shrill	NEG
shrilly	NEG
shrivel	NEG
shroud	NEG
shrouded	NEG
shrug	NEG
shun	NEG
shunned	NEG
sick	NEG
sicken	NEG
sickening	NEG
sickeningly	NEG
sickly	NEG
sickness	NEG
sidetrack	NEG
sidetracked	NEG
siege	NEG
sillily	NEG
silly	NEG
simplistic	NEG
simplistically	NEG
sin	NEG
sinful	NEG
sinfully	NEG
sinister	NEG
sinisterly	NEG
sink	NEG
sinking	NEG
skeletons	NEG
skeptic	NEG
skeptical	NEG
skeptically	NEG
skepticism	NEG
sketchy	NEG
skimpy	NEG
skinny	NEG
skittish	NEG
skittishly	NEG
skulk	NEG
slack	NEG
slander	NEG
slanderer	NEG
slanderous	NEG
slanderously	NEG
slanders	NEG
slap	NEG
slashing	NEG
slaughter	NEG
slaughtered	NEG
slave	NEG
slaves	NEG
sleazy	NEG
slime	NEG
slog	NEG
slogged	NEG
slogging	NEG
slogs	NEG
sloooooooooooooow	NEG
sloooow	NEG
slooow	NEG
sloow	NEG
sloppily	NEG
sloppy	NEG
sloth	NEG
slothful	NEG
slow	NEG
slow-moving	NEG
slowed	NEG
slower	NEG
slowest	NEG
slowly	NEG
sloww	NEG
slowww	NEG
slowwww	NEG
slug	NEG
sluggish	NEG
slump	NEG
slumping	NEG
slumpping	NEG
slur	NEG
slut	NEG
sluts	NEG
sly	NEG
smack	NEG
smallish	NEG
smash	NEG
smear	NEG
smell	NEG
smelled	NEG
smelling	NEG
smells	NEG
smelly	NEG
smelt	NEG
smoke	NEG
smokescreen	NEG
smolder	NEG
smoldering	NEG
smother	NEG
smoulder	NEG
smouldering	NEG
smudge	NEG
smudged	NEG
smudges	NEG
smudging	NEG
smug	NEG
smugly	NEG
smut	NEG
smuttier	NEG
smuttiest	NEG
smutty	NEG
snag	NEG
snagged	NEG
snagging	NEG
snags	NEG
snappish	NEG
snappishly	NEG
snare	NEG
snarky	NEG
snarl	NEG
sneak	NEG
sneakily	NEG
sneaky	NEG
sneer	NEG
sneering	NEG
sneeringly	NEG
snob	NEG
snobbish	NEG
snobby	NEG
snobish	NEG
snobs	NEG
snub	NEG
so-cal	NEG
soapy	NEG
sob	NEG
sober	NEG
sobering	NEG
solemn	NEG
solicitude	NEG
somber	NEG
sore	NEG
sorely	NEG
soreness	NEG
sorrow	NEG
sorrowful	NEG
sorrowfully	NEG
sorry	NEG
sour	NEG
sourly	NEG
spade	NEG
spank	NEG
spendy	NEG
spew	NEG
spewed	NEG
spewing	NEG
spews	NEG
spilling	NEG
spinster	NEG
spiritless	NEG
spite	NEG
spiteful	NEG
spitefully	NEG
spitefulness	NEG
splatter	NEG
split	NEG
splitting	NEG
spoil	NEG
spoilage	NEG
spoilages	NEG
spoiled	NEG
spoilled	NEG
spoils	NEG
spook	NEG
spookier	NEG
spookiest	NEG
spookily	NEG
spooky	NEG
spoon-fed	NEG
spoon-feed	NEG
spoonfed	NEG
sporadic	NEG
spotty	NEG
spurious	NEG
spurn	NEG
sputter	NEG
squabble	NEG
squabbling	NEG
squander	NEG
squash	NEG
squeak	NEG
squeaks	NEG
squeaky	NEG
squeal	NEG
squealing	NEG
squeals	NEG
squirm	NEG
stab	NEG
stagnant	NEG
stagnate	NEG
stagnation	NEG
staid	NEG
stain	NEG
stains	NEG
stale	NEG
stalemate	NEG
stall	NEG
stalls	NEG
stammer	NEG
stampede	NEG
standstill	NEG
stark	NEG
starkly	NEG
startle	NEG
startling	NEG
startlingly	NEG
starvation	NEG
starve	NEG
static	NEG
steal	NEG
stealing	NEG
steals	NEG
steep	NEG
steeply	NEG
stench	NEG
stereotype	NEG
stereotypical	NEG
stereotypically	NEG
stern	NEG
stew	NEG
sticky	NEG
stiff	NEG
stiffness	NEG
stifle	NEG
stifling	NEG
stiflingly	NEG
stigma	NEG
stigmatize	NEG
sting	NEG
stinging	NEG
stingingly	NEG
stingy	NEG
stink	NEG
stinks	NEG
stodgy	NEG
stole	NEG
stolen	NEG
stooge	NEG
stooges	NEG
stormy	NEG
straggle	NEG
straggler	NEG
strain	NEG
strained	NEG
straining	NEG
strange	NEG
strangely	NEG
stranger	NEG
strangest	NEG
strangle	NEG
streaky	NEG
strenuous	NEG
stress	NEG
stresses	NEG
stressful	NEG
stressfully	NEG
stricken	NEG
strict	NEG
strictly	NEG
strident	NEG
stridently	NEG
strife	NEG
strike	NEG
stringent	NEG
stringently	NEG
struck	NEG
struggle	NEG
struggled	NEG
struggles	NEG
struggling	NEG
strut	NEG
stubborn	NEG
stubbornly	NEG
stubbornness	NEG
stuck	NEG
stuffy	NEG
stumble	NEG
stumbled	NEG
stumbles	NEG
stump	NEG
stumped	NEG
stumps	NEG
stun	NEG
stunt	NEG
stunted	NEG
stupid	NEG
stupidest	NEG
stupidity	NEG
stupidly	NEG
stupified	NEG
stupify	NEG
stupor	NEG
stutter	NEG
stuttered	NEG
stuttering	NEG
stutters	NEG
sty	NEG
stymied	NEG
sub-par	NEG
subdued	NEG
subjected	NEG
subjection	NEG
subjugate	NEG
subjugation	NEG
submissive	NEG
subordinate	NEG
subpoena	NEG
subpoenas	NEG
subservience	NEG
subservient	NEG
substandard	NEG
subtract	NEG
subversion	NEG
subversive	NEG
subversively	NEG
subvert	NEG
succumb	NEG
suck	NEG
sucked	NEG
sucker	NEG
sucks	NEG
sucky	NEG
sue	NEG
sued	NEG
sueing	NEG
sues	NEG
suffer	NEG
suffered	NEG
sufferer	NEG
sufferers	NEG
suffering	NEG
suffers	NEG
suffocate	NEG
sugar-coat	NEG
sugar-coated	NEG
sugarcoated	NEG
suicidal	NEG
suicide	NEG
sulk	NEG
sullen	NEG
sully	NEG
sunder	NEG
sunk	NEG
sunken	NEG
superficial	NEG
superficiality	NEG
superficially	NEG
superfluous	NEG
superstition	NEG
superstitious	NEG
suppress	NEG
suppression	NEG
surrender	NEG
susceptible	NEG
suspect	NEG
suspicion	NEG
suspicions	NEG
suspicious	NEG
suspiciously	NEG
swagger	NEG
swamped	NEG
sweaty	NEG
swelled	NEG
swelling	NEG
swindle	NEG
swipe	NEG
swollen	NEG
symptom	NEG
symptoms	NEG
syndrome	NEG
taboo	NEG
tacky	NEG
taint	NEG
tainted	NEG
tamper	NEG
tangle	NEG
tangled	NEG
tangles	NEG
tank	NEG
tanked	NEG
tanks	NEG
tantrum	NEG
tardy	NEG
tarnish	NEG
tarnished	NEG
tarnishes	NEG
tarnishing	NEG
tattered	NEG
taunt	NEG
taunting	NEG
tauntingly	NEG
taunts	NEG
taut	NEG
tawdry	NEG
taxing	NEG
tease	NEG
teasingly	NEG
tedious	NEG
tediously	NEG
temerity	NEG
temper	NEG
tempest	NEG
temptation	NEG
tenderness	NEG
tense	NEG
tension	NEG
tentative	NEG
tentatively	NEG
tenuous	NEG
tenuously	NEG
tepid	NEG
terrible	NEG
terribleness	NEG
terribly	NEG
terror	NEG
terror-genic	NEG
terrorism	NEG
terrorize	NEG
testily	NEG
testy	NEG
tetchily	NEG
tetchy	NEG
thankless	NEG
thicker	NEG
thirst	NEG
thorny	NEG
thoughtless	NEG
thoughtlessly	NEG
thoughtlessness	NEG
thrash	NEG
threat	NEG
threaten	NEG
threatening	NEG
threats	NEG
threesome	NEG
throb	NEG
throbbed	NEG
throbbing	NEG
throbs	NEG
throttle	NEG
thug	NEG
thumb-down	NEG
thumbs-down	NEG
thwart	NEG
time-consuming	NEG
timid	NEG
timidity	NEG
timidly	NEG
timidness	NEG
tin-y	NEG
tingled	NEG
tingling	NEG
tired	NEG
tiresome	NEG
tiring	NEG
tiringly	NEG
toil	NEG
toll	NEG
top-heavy	NEG
topple	NEG
torment	NEG
tormented	NEG
torrent	NEG
tortuous	NEG
torture	NEG
tortured	NEG
tortures	NEG
torturing	NEG
torturous	NEG
torturously	NEG
totalitarian	NEG
touchy	NEG
toughness	NEG
tout	NEG
touted	NEG
touts	NEG
toxic	NEG
traduce	NEG
tragedy	NEG
tragic	NEG
tragically	NEG
traitor	NEG
traitorous	NEG
traitorously	NEG
tramp	NEG
trample	NEG
transgress	NEG
transgression	NEG
trap	NEG
traped	NEG
trapped	NEG
trash	NEG
trashed	NEG
trashy	NEG
trauma	NEG
traumatic	NEG
traumatically	NEG
traumatize	NEG
traumatized	NEG
travesties	NEG
travesty	NEG
treacherous	NEG
treacherously	NEG
treachery	NEG
treason	NEG
treasonous	NEG
trick	NEG
tricked	NEG
trickery	NEG
tricky	NEG
trivial	NEG
trivialize	NEG
trouble	NEG
troubled	NEG
troublemaker	NEG
troubles	NEG
troublesome	NEG
troublesomely	NEG
troubling	NEG
troublingly	NEG
truant	NEG
tumble	NEG
tumbled	NEG
tumbles	NEG
tumultuous	NEG
turbulent	NEG
turmoil	NEG
twist	NEG
twisted	NEG
twists	NEG
two-faced	NEG
two-faces	NEG
tyrannical	NEG
tyrannically	NEG
tyranny	NEG
tyrant	NEG
ugh	NEG
uglier	NEG
ugliest	NEG
ugliness	NEG
ugly	NEG
ulterior	NEG
ultimatum	NEG
ultimatums	NEG
ultra-hardline	NEG
un-viewable	NEG
unable	NEG
unacceptable	NEG
unacceptablely	NEG
unacceptably	NEG
unaccessible	NEG
unaccustomed	NEG
unachievable	NEG
unaffordable	NEG
unappealing	NEG
unattractive	NEG
unauthentic	NEG
unavailable	NEG
unavoidably	NEG
unbearable	NEG
unbearablely	NEG
unbelievable	NEG
unbelievably	NEG
uncaring	NEG
uncertain	NEG
uncivil	NEG
uncivilized	NEG
unclean	NEG
unclear	NEG
uncollectible	NEG
uncomfortable	NEG
uncomfortably	NEG
uncomfy	NEG
uncompetitive	NEG
uncompromising	NEG
uncompromisingly	NEG
unconfirmed	NEG
unconstitutional	NEG
uncontrolled	NEG
unconvincing	NEG
unconvincingly	NEG
uncooperative	NEG
uncouth	NEG
uncreative	NEG
undecided	NEG
undefined	NEG
undependability	NEG
undependable	NEG
undercut	NEG
undercuts	NEG
undercutting	NEG
underdog	NEG
underestimate	NEG
underlings	NEG
undermine	NEG
undermined	NEG
undermines	NEG
undermining	NEG
underpaid	NEG
underpowered	NEG
undersized	NEG
undesirable	NEG
undetermined	NEG
undid	NEG
undignified	NEG
undissolved	NEG
undocumented	NEG
undone	NEG
undue	NEG
unease	NEG
uneasily	NEG
uneasiness	NEG
uneasy	NEG
uneconomical	NEG
unemployed	NEG
unequal	NEG
unethical	NEG
uneven	NEG
uneventful	NEG
unexpected	NEG
unexpectedly	NEG
unexplained	NEG
unfairly	NEG
unfaithful	NEG
unfaithfully	NEG
unfamiliar	NEG
unfavorable	NEG
unfeeling	NEG
unfinished	NEG
unfit	NEG
unforeseen	NEG
unforgiving	NEG
unfortunate	NEG
unfortunately	NEG
unfounded	NEG
unfriendly	NEG
unfulfilled	NEG
unfunded	NEG
ungovernable	NEG
ungrateful	NEG
unhappily	NEG
unhappiness	NEG
unhappy	NEG
unhealthy	NEG
unhelpful	NEG
unilateralism	NEG
unimaginable	NEG
unimaginably	NEG
unimportant	NEG
uninformed	NEG
uninsured	NEG
unintelligible	NEG
unintelligile	NEG
unipolar	NEG
unjust	NEG
unjustifiable	NEG
unjustifiably	NEG
unjustified	NEG
unjustly	NEG
unkind	NEG
unkindly	NEG
unknown	NEG
unlamentable	NEG
unlamentably	NEG
unlawful	NEG
unlawfully	NEG
unlawfulness	NEG
unleash	NEG
unlicensed	NEG
unlikely	NEG
unlucky	NEG
unmoved	NEG
unnatural	NEG
unnaturally	NEG
unnecessary	NEG
unneeded	NEG
unnerve	NEG
unnerved	NEG
unnerving	NEG
unnervingly	NEG
unnoticed	NEG
unobserved	NEG
unorthodox	NEG
unorthodoxy	NEG
unpleasant	NEG
unpleasantries	NEG
unpopular	NEG
unpredictable	NEG
unprepared	NEG
unproductive	NEG
unprofitable	NEG
unprove	NEG
unproved	NEG
unproven	NEG
unproves	NEG
unproving	NEG
unqualified	NEG
unravel	NEG
unraveled	NEG
unreachable	NEG
unreadable	NEG
unrealistic	NEG
unreasonable	NEG
unreasonably	NEG
unrelenting	NEG
unrelentingly	NEG
unreliability	NEG
unreliable	NEG
unresolved	NEG
unresponsive	NEG
unrest	NEG
unruly	NEG
unsafe	NEG
unsatisfactory	NEG
unsavory	NEG
unscrupulous	NEG
unscrupulously	NEG
unsecure	NEG
unseemly	NEG
unsettle	NEG
unsettled	NEG
unsettling	NEG
unsettlingly	NEG
unskilled	NEG
unsophisticated	NEG
unsound	NEG
unspeakable	NEG
unspeakablely	NEG
unspecified	NEG
unstable	NEG
unsteadily	NEG
unsteadiness	NEG
unsteady	NEG
unsuccessful	NEG
unsuccessfully	NEG
unsupported	NEG
unsupportive	NEG
unsure	NEG
unsuspecting	NEG
unsustainable	NEG
untenable	NEG
untested	NEG
unthinkable	NEG
unthinkably	NEG
untimely	NEG
untouched	NEG
untrue	NEG
untrustworthy	NEG
untruthful	NEG
unusable	NEG
unusably	NEG
unuseable	NEG
unuseably	NEG
unusual	NEG
unusually	NEG
unviewable	NEG
unwanted	NEG
unwarranted	NEG
unwatchable	NEG
unwelcome	NEG
unwell	NEG
unwieldy	NEG
unwilling	NEG
unwillingly	NEG
unwillingness	NEG
unwise	NEG
unwisely	NEG
unworkable	NEG
unworthy	NEG
unyielding	NEG
upbraid	NEG
upheaval	NEG
uprising	NEG
uproar	NEG
uproarious	NEG
uproariously	NEG
uproarous	NEG
uproarously	NEG
uproot	NEG
upset	NEG
upseting	NEG
upsets	NEG
upsetting	NEG
upsettingly	NEG
urgent	NEG
useless	NEG
usurp	NEG
usurper	NEG
utterly	NEG
vagrant	NEG
vague	NEG
vagueness	NEG
vain	NEG
vainly	NEG
vanity	NEG
vehement	NEG
vehemently	NEG
vengeance	NEG
vengeful	NEG
vengefully	NEG
vengefulness	NEG
venom	NEG
venomous	NEG
venomously	NEG
vent	NEG
vestiges	NEG
vex	NEG
vexation	NEG
vexing	NEG
vexingly	NEG
vibrate	NEG
vibrated	NEG
vibrates	NEG
vibrating	NEG
vibration	NEG
vice	NEG
vicious	NEG
viciously	NEG
viciousness	NEG
victimize	NEG
vile	NEG
vileness	NEG
vilify	NEG
villainous	NEG
villainously	NEG
villains	NEG
villian	NEG
villianous	NEG
villianously	NEG
villify	NEG
vindictive	NEG
vindictively	NEG
vindictiveness	NEG
violate	NEG
violation	NEG
violator	NEG
violators	NEG
violent	NEG
violently	NEG
viper	NEG
virulence	NEG
virulent	NEG
virulently	NEG
virus	NEG
vociferous	NEG
vociferously	NEG
volatile	NEG
volatility	NEG
vomit	NEG
vomited	NEG
vomiting	NEG
vomits	NEG
vulgar	NEG
vulnerable	NEG
wack	NEG
wail	NEG
wallow	NEG
wane	NEG
waning	NEG
wanton	NEG
war-like	NEG
warily	NEG
wariness	NEG
warlike	NEG
warned	NEG
warning	NEG
warp	NEG
warped	NEG
wary	NEG
washed-out	NEG
waste	NEG
wasted	NEG
wasteful	NEG
wastefulness	NEG
wasting	NEG
water-down	NEG
watered-down	NEG
wayward	NEG
weak	NEG
weaken	NEG
weakening	NEG
weaker	NEG
weakness	NEG
weaknesses	NEG
weariness	NEG
wearisome	NEG
weary	NEG
wedge	NEG
weed	NEG
weep	NEG
weird	NEG
weirdly	NEG
wheedle	NEG
whimper	NEG
whine	NEG
whining	NEG
whiny	NEG
whips	NEG
whore	NEG
whores	NEG
wicked	NEG
wickedly	NEG
wickedness	NEG
wild	NEG
wildly	NEG
wiles	NEG
wilt	NEG
wily	NEG
wimpy	NEG
wince	NEG
wobble	NEG
wobbled	NEG
wobbles	NEG
woe	NEG
woebegone	NEG
woeful	NEG
woefully	NEG
womanizer	NEG
womanizing	NEG
worn	NEG
worried	NEG
worriedly	NEG
worrier	NEG
worries	NEG
worrisome	NEG
worry	NEG
worrying	NEG
worryingly	NEG
worse	NEG
worsen	NEG
worsening	NEG
worst	NEG
worthless	NEG
worthlessly	NEG
worthlessness	NEG
wound	NEG
wounds	NEG
wrangle	NEG
wrath	NEG
wreak	NEG
wreaked	NEG
wreaks	NEG
wreck	NEG
wrest	NEG
wrestle	NEG
wretch	NEG
wretched	NEG
wretchedly	NEG
wretchedness	NEG
wrinkle	NEG
wrinkled	NEG
wrinkles	NEG
wrip	NEG
wripped	NEG
wripping	NEG
writhe	NEG
wrong	NEG
wrongful	NEG
wrongly	NEG
wrought	NEG
yawn	NEG
zap	NEG
zapped	NEG
zaps	NEG
zealot	NEG
zealous	NEG
zealously	NEG
zombie	NEG
